Num,Reviews
498,Here is my Review:Camera = Awesome Performance = Awesome Size = BestDisplay = Average Battery and Charger = Below averageREAD MORE
499,"Greatest phone for who looks for power in a compact form! Camera is outstanding, Check the samples.READ MORE"
500,Every thing is superb except the batteryREAD MORE
501,I was waiting for the device for too long time. Finally got it and it feels GOOOOD... Although the battery life isn't too much but still i loved the model... Performance : AwseomeCamera : GoodBattery : AverageREAD MORE
502,"Less than one star-  or Less than zeroServices of E Cart , CCE & Seniors support system also less than zero.Worst to worst system of Flipcart & E Cart & never seen in the career of my 28 years of job.Fully frustrated from Flipcart & courier E Cart.Never recommend Flipcart from today onwardsThink about a lot before purchasing from Flipcart.Irresponsible person/ staff of Flipcart & E Cart. only one objective how can we harrase the customers.READ MORE"
503,A13 is lit. If you have the love only for a camera then only buy iPhone 11 otherwise this is the king without kingdom..READ MORE
504,Best in the worldREAD MORE
505,Except battery everything in this phone is great.These are some pictures not edited just raw.READ MORE
506,superub product ... i love this camera quality is awsomepotrait mode is fantastic performance is goodREAD MORE
507,TopREAD MORE
508,Amazing camera super iphone seREAD MORE
509,GoodREAD MORE
510,Upgraded from first generation to second.READ MORE
511,"Amazing product, thank you flipkartREAD MORE"
512,Ultimate performance Decent cameraCompact mobileGood speaker sound30k budgets Value for moneyREAD MORE
513,Best performanceREAD MORE
514,"it?ôs a beast performance wise. period.Just go for it if bezels and small screen size doesn?ôt concern you. I like the screen size though, it?ôs not at small, it?ôs perfect and easily comes in hand perfectly.if you are switching from android, initially you may not like but after few days you will know why there is so much hype about apple. I am never going back to android.READ MORE"
515,"Will keep it short:Pros:Awesome cameraGreat speakersBlistering performance benchmarksThe Size (had been long waiting for this one)Cons:Decent display (not really a con)Not that great battery life, but after optimising a lot of settings, with moderate usage it lasts almost for a day. For a power user, probably half a day.Overall, a great bang for buck, undoubtedly.READ MORE"
516,"You feel bad, when the price goes down by 4k within a 2-4days.READ MORE"
517,Quality of apple feels in hand properly distinct from other smartphones . Also very fast Hats off to A13 Bionic .READ MORE
518,Small phone huge performance. But rate is little bit high in India. Battery is okay. Overall performance is greatREAD MORE
519,Amazing product. Bought for my wife and myself. We are very happy to see the performance of this phone.READ MORE
520,nice phoneREAD MORE
521,Battery screwed. There is some defect. The phone keeps shutting down and battery drops from 99 to 10 % in 2 hoursREAD MORE
522,"Battery issue, it drains very fast also phone gets heated sometimesREAD MORE"
523,Good oneREAD MORE
524,"This has been one of the best variant including features that are a mixture of the other variants of Ô£?iPhone. This 5 rating is just for the phone. The only problem I had was the delivery of the product. I received my product after 15 days, so a lot disappointed from Flipkart services and their team. Horrible services. For flipkart services I would rate in negative. Also majorly, a special note to people. If u feel u should not remove the plastic since it?ôs a new phone, I would recommend...READ MORE"
525,Phone is ok I m satisfied with this but the display was very smallREAD MORE
526,Battery could have been better ... Rest all worth for moneyREAD MORE
527,Perfect in size and performance And nothing can beat iPhone?ôs camera ?ëåREAD MORE
528,Loved it totally ?§Ô∏èREAD MORE
529,Pros:Camera promising Phone speed is goodCons:Over heating when Personal hotspot is ONBattery draining quickly for few hours of usageTakes 2 hours to charge fullyIf you are Ok with this cons go for it. Other than this mobile performing well.READ MORE
530,"So much to love, so little to hold?§Ô∏è. It will be the best choice for the one who likes to have a midrange budget flagship.The battery won?ôt last for a day. After unboxing, the iPhone had an 80% charge. I got nearly 3hr of screen on time. Screenshot attached.Speakers are loud enough. The audio quality is good.The screen is bright.Nothing more to say, but an iPhone 8 with iPhone 11 character.READ MORE"
